Date,Location,PM2.5 (μg/m³),PM10 (μg/m³),O3 (ppm),CO (ppm),SO2 (ppm),NO2 (ppm),AQI,Category,Monitoring Station,Station Type,Operational Status
2023-03-04,"Pedu, Central, Ghana",209.46272475227394,191.91944152248973,90.98576725478488,9.447073816724817,15.652921341574121,92.49136341302959,273,Very Unhealthy,Station 1,Rural,Active
2023-03-05,"Augusco, Central, Ghana",457.42295053405,228.11825447777102,279.7664635257936,3.34878290136985,36.663770009645646,188.19315756855877,387,Hazardous,Station 1,Suburban,Active
2023-03-06,"Augusco, Central, Ghana",181.19694955831656,184.5265108804583,35.593129722474096,5.708539362787616,61.912140004669624,97.27442016502951,88,Moderate,Station 3,Suburban,Active
2023-03-07,"Augusco, Central, Ghana",290.2941751390217,60.51250024259652,280.124826900441,9.095953911109444,15.939488477140218,92.52385438674591,315,Hazardous,Station 3,Rural,Active
2023-03-08,"Bakaano, Central, Ghana",316.1321439597652,209.4738950937377,205.15993555060297,0.061838226408966745,96.80221720457386,157.01437231270253,13,Good,Station 2,Rural,Active
2023-03-09,"Bakaano, Central, Ghana",6.547228294166818,375.58902390420906,159.47164580601935,8.106835703375918,91.47493287276603,164.31553835216758,241,Very Unhealthy,Station 3,Suburban,Active
2023-03-10,"Bakaano, Central, Ghana",331.7686860083553,35.50383226662773,9.797718235348762,9.48369552788919,16.695017903446917,110.89782286423416,264,Very Unhealthy,Station 3,Suburban,Active
2023-03-11,"Bakaano, Central, Ghana",89.01798343487572,40.090007040951726,142.6788575466025,0.9132573433355706,12.115546126098542,35.95956269901508,345,Hazardous,Station 1,Suburban,Active
2023-03-12,"Bakaano, Central, Ghana",480.5351587347276,177.38564591799212,122.32443150081968,1.6144768603292103,8.54084828082653,93.5516461915159,52,Moderate,Station 3,Suburban,Active
2023-03-13,"Augusco, Central, Ghana",74.33136387655648,470.86285580946253,48.36564359253677,9.607463027713553,90.94436640366311,193.6145005819357,385,Hazardous,Station 2,Suburban,Active
2023-03-14,"Augusco, Central, Ghana",207.31206186351187,334.28632336145705,196.92288105019708,5.375401436403463,19.362380979546078,150.59723860783703,339,Hazardous,Station 2,Suburban,Active
2023-03-15,"Bakaano, Central, Ghana",42.67483403932193,339.3349783362824,291.34527221048575,0.14196634471723701,41.62849285443547,162.23252077582643,91,Moderate,Station 3,Rural,Active
2023-03-16,"Pedu, Central, Ghana",498.4371259229737,180.9599954189325,168.65664331935753,2.5763199876352916,44.8851365652003,6.565099763848026,366,Hazardous,Station 2,Suburban,Active
2023-03-17,"Pedu, Central, Ghana",251.0975051656213,296.8303956042692,214.42598293318375,4.499436742688596,59.901104421356756,93.57189252683197,443,Hazardous,Station 3,Suburban,Active
2023-03-18,"Augusco, Central, Ghana",297.6925086600219,5.065592013871689,20.535135769805034,6.929089110247677,7.173534374742497,129.32422673151106,454,Hazardous,Station 3,Rural,Active
2023-03-19,"Pedu, Central, Ghana",33.53823869421374,318.0480232047711,125.30009874509842,7.3316037813679955,22.675861740051594,166.00653672561495,427,Hazardous,Station 2,Suburban,Active
2023-03-20,"Bakaano, Central, Ghana",374.9802351995889,456.64347378811834,34.90754554934876,9.95421512925456,93.1490386918926,9.854730716554293,263,Very Unhealthy,Station 1,Rural,Active
2023-03-21,"Bakaano, Central, Ghana",104.95279654779289,306.2867341724096,183.8387506609531,2.8751119938375904,90.84101072685695,170.48777712837463,430,Hazardous,Station 3,Rural,Active
2023-03-22,"Pedu, Central, Ghana",449.0271447203569,436.84929673317254,281.5446474642464,5.382201018684753,78.12906474056922,109.68018734838235,34,Good,Station 2,Suburban,Active
2023-03-23,"Bakaano, Central, Ghana",102.56982024100358,361.9865277330469,198.53331974149157,5.33323547859605,1.9401245618215435,39.462794115211985,205,Very Unhealthy,Station 3,Suburban,Active
2023-03-24,"Pedu, Central, Ghana",95.34386033183328,60.27920820184512,23.040914494326458,4.0564525944723755,32.70067684961021,63.45104328994,80,Moderate,Station 1,Suburban,Active
2023-03-25,"Augusco, Central, Ghana",18.27483392404744,451.22665364292084,106.39986149552485,1.691618938424202,62.79587353429078,56.38591035031215,419,Hazardous,Station 1,Suburban,Active
2023-03-26,"Pedu, Central, Ghana",236.03347255499963,33.22192217788744,165.19901383225545,9.774565631838426,27.519021177347568,106.17180685769516,49,Good,Station 1,Suburban,Active
2023-03-27,"Bakaano, Central, Ghana",282.4205666313082,266.9837362738819,120.96232683997566,8.53317186666586,90.95866950537773,10.337135982226364,359,Hazardous,Station 1,Suburban,Active
2023-03-28,"Augusco, Central, Ghana",32.854319714176185,71.06856189672884,250.09320314255172,4.983330282942372,63.38894618324419,31.707231699984707,387,Hazardous,Station 1,Suburban,Active
2023-03-29,"Pedu, Central, Ghana",387.7638083475053,5.853305365452033,244.40130141299676,6.032454226840298,7.19067173164456,162.53860867515647,1,Good,Station 3,Rural,Active
2023-03-30,"Bakaano, Central, Ghana",226.6444173740138,211.0171300638195,183.54930603096642,2.2726105355966233,90.9005588835703,26.520798149362214,389,Hazardous,Station 2,Suburban,Active
2023-03-31,"Bakaano, Central, Ghana",262.19513466379004,147.5203538270781,112.03738353981157,5.4378707039174685,95.77666581762226,46.67925389162539,53,Moderate,Station 3,Rural,Active
2023-04-01,"Bakaano, Central, Ghana",220.38137346911407,243.00024689880152,76.60091212897325,6.949701331214758,7.771241839172549,90.67412112083146,105,Unhealthy for Sensitive Groups,Station 3,Suburban,Active
2023-04-02,"Pedu, Central, Ghana",200.381530437663,288.5999433672754,31.762295463938795,5.151670283865888,53.23602348613149,103.4241776226661,259,Very Unhealthy,Station 3,Suburban,Active
2023-04-03,"Augusco, Central, Ghana",279.82016565410896,21.86953615447368,106.46930504596621,9.902851705849413,30.336428221417044,152.72209592283173,309,Hazardous,Station 1,Suburban,Active
2023-04-04,"Pedu, Central, Ghana",77.62012296535626,61.501647561872815,123.95175516231586,6.113416562477262,39.283907648140236,89.46648533323756,476,Hazardous,Station 2,Rural,Active
2023-04-05,"Bakaano, Central, Ghana",90.96406524763556,279.3211982252127,202.74687753122208,3.7097371259216905,17.965121795534188,157.97292420710775,190,Unhealthy,Station 2,Rural,Active
2023-04-06,"Pedu, Central, Ghana",430.8928105067587,171.58367658632912,197.44794728927204,7.721520276158381,57.807210201241254,123.66926140909149,401,Hazardous,Station 1,Suburban,Active
2023-04-07,"Augusco, Central, Ghana",473.05773106681636,364.58674377472397,21.032441892377086,1.7046251158164205,95.79793532488907,22.619947884764493,217,Very Unhealthy,Station 1,Rural,Active
2023-04-08,"Pedu, Central, Ghana",186.65465813987646,326.1458242959698,118.57779462934734,3.8451581370626653,50.30726002716091,31.266287678567718,43,Good,Station 2,Suburban,Active
2023-04-09,"Augusco, Central, Ghana",135.37233657177688,422.8021814949534,54.53366016520857,3.4695895037758584,8.291458139448116,87.40674508995416,161,Unhealthy,Station 2,Suburban,Active
2023-04-10,"Augusco, Central, Ghana",321.9997716195079,346.24641333461267,47.04381159504171,4.318070951077773,62.000133347740835,79.37787861780792,201,Very Unhealthy,Station 1,Suburban,Active
2023-04-11,"Bakaano, Central, Ghana",204.3670855490482,214.96553869507406,248.19064492117377,7.8177982592872635,34.022299445125704,148.7088539274589,445,Hazardous,Station 3,Rural,Active
2023-04-12,"Augusco, Central, Ghana",12.69317783017243,336.4833111972162,12.574565014877258,4.841730321634074,85.59251895912978,116.14742795947038,483,Hazardous,Station 1,Suburban,Active
2023-04-13,"Augusco, Central, Ghana",78.07629868309517,137.69058712770925,125.7548627706364,7.940144502659628,43.467814831647026,77.62661620044986,269,Very Unhealthy,Station 2,Suburban,Active
2023-04-14,"Pedu, Central, Ghana",357.9861144236988,153.15674938910635,50.46109672995546,5.764889031398659,19.28396089422456,34.152056690077124,350,Hazardous,Station 3,Rural,Active
2023-04-15,"Bakaano, Central, Ghana",329.4619709550757,394.49257996039665,263.79906470354223,3.4206943465755533,19.110562269114496,45.36742046509903,303,Hazardous,Station 2,Rural,Active
2023-04-16,"Pedu, Central, Ghana",13.547996251741745,223.2097582007911,167.11215398251053,8.099787436834724,76.87641807211604,115.10020369381179,270,Very Unhealthy,Station 3,Rural,Active
2023-04-17,"Bakaano, Central, Ghana",110.98608096647472,399.1901702591762,69.41419091305441,2.382896705530916,26.55875983073599,84.6877609799585,455,Hazardous,Station 2,Rural,Active
2023-04-18,"Pedu, Central, Ghana",115.5373982940357,411.2111868341392,150.72818614991291,2.2438297979979547,76.7233394159223,102.98550177213441,461,Hazardous,Station 3,Rural,Active
2023-04-19,"Pedu, Central, Ghana",335.9463717993642,428.7811688306419,219.44590791093475,5.045029240548358,20.58873107665994,34.135487060446735,214,Very Unhealthy,Station 1,Rural,Active
2023-04-20,"Augusco, Central, Ghana",9.855268877182077,458.31761792060365,287.4354026758301,2.608492459620889,32.16863687013094,132.58125046891317,251,Very Unhealthy,Station 1,Suburban,Active
2023-04-21,"Augusco, Central, Ghana",52.05429099228692,215.4926102566481,66.13380127362568,0.09087034951216322,46.54869724396994,170.5077481711934,189,Unhealthy,Station 2,Suburban,Active
2023-04-22,"Bakaano, Central, Ghana",399.9580426865947,159.43340916056943,265.85453163880356,6.482975272988015,94.31958496934507,51.58790135738012,295,Very Unhealthy,Station 2,Suburban,Active
2023-04-23,"Pedu, Central, Ghana",89.27233102716681,291.09937329705696,280.2912342502471,5.11093821472398,93.17314247538246,98.30284516636532,212,Very Unhealthy,Station 2,Suburban,Active
2023-04-24,"Bakaano, Central, Ghana",326.37305392593737,185.5862117188138,274.92616335961986,4.455178144931612,20.68718754222878,195.10546580418037,207,Very Unhealthy,Station 3,Rural,Active
2023-04-25,"Augusco, Central, Ghana",119.09139052336326,300.5370834001165,190.62430705857295,9.669685146183154,35.82190412430728,66.64834811014553,236,Very Unhealthy,Station 2,Rural,Active
2023-04-26,"Augusco, Central, Ghana",49.72069637967258,352.7929313219123,188.9461963304123,5.711991839629137,14.939938845377231,119.00926898475224,337,Hazardous,Station 2,Rural,Active
2023-04-27,"Bakaano, Central, Ghana",121.58609549972704,344.2025092460684,120.96318995514683,8.634315777893844,50.998507931349714,18.039140040048874,366,Hazardous,Station 2,Suburban,Active
2023-04-28,"Pedu, Central, Ghana",361.1334659278296,187.2764435100607,225.71936469113638,1.3945023620516017,46.05825506946666,121.20300049588863,52,Moderate,Station 2,Suburban,Active
2023-04-29,"Pedu, Central, Ghana",427.84823405314285,83.43010084937642,159.3882055052796,5.692064631294277,90.07601624507325,17.926354660923582,279,Very Unhealthy,Station 1,Suburban,Active
2023-04-30,"Bakaano, Central, Ghana",415.1099322834958,215.26466923110377,203.23142136848833,8.67979626730903,93.00053777910726,191.84708706476442,409,Hazardous,Station 3,Suburban,Active
2023-05-01,"Augusco, Central, Ghana",198.5917648092274,71.29707204095436,128.53737115463863,5.83105757279898,38.35673910072921,143.13253041446228,216,Very Unhealthy,Station 2,Suburban,Active
2023-05-02,"Pedu, Central, Ghana",334.04256828532306,445.04851759190416,219.44893921294172,7.180141781270015,49.173794301898944,157.63195762714128,251,Very Unhealthy,Station 3,Rural,Active
2023-05-03,"Augusco, Central, Ghana",102.49214770791049,172.9387303689287,247.34145528136472,3.7204356781220738,89.62362491461332,140.82087215432736,187,Unhealthy,Station 3,Rural,Active
2023-05-04,"Pedu, Central, Ghana",146.57386513050662,77.22987361166189,43.930876980844836,0.9244951703706661,80.67078077450614,117.94580721529316,379,Hazardous,Station 1,Suburban,Active
2023-05-05,"Bakaano, Central, Ghana",448.1679092605599,12.72387995287544,249.8789146722684,4.579002951270715,0.3656311344649277,89.98255621710108,492,Hazardous,Station 1,Rural,Active
2023-05-06,"Bakaano, Central, Ghana",6.500961755368017,322.91119314324214,162.08895953709217,3.9447939083885752,32.00595641835825,171.67467595221248,40,Good,Station 1,Rural,Active
2023-05-07,"Bakaano, Central, Ghana",42.75426542723404,318.4511587273716,253.3997727270673,8.670601823789474,42.17742419361259,191.3671335086126,156,Unhealthy,Station 2,Rural,Active
2023-05-08,"Augusco, Central, Ghana",103.94312757301365,170.30208329064584,129.39051190230438,2.4399530235247227,22.97162836832317,99.80723458081626,14,Good,Station 2,Rural,Active
2023-05-09,"Augusco, Central, Ghana",13.266101936909857,35.855944423825505,113.71214561491051,9.66734227535108,19.957161589593873,186.3070098310524,300,Very Unhealthy,Station 1,Suburban,Active
2023-05-10,"Augusco, Central, Ghana",90.71771754489866,204.814447447616,274.51821975516674,9.581381198044962,3.7784506595679668,116.6665819977035,64,Moderate,Station 2,Rural,Active
2023-05-11,"Bakaano, Central, Ghana",291.5207804848461,155.6087475316968,75.3507802645204,2.476316430714387,64.33697250697605,107.67683737928664,344,Hazardous,Station 1,Rural,Active
2023-05-12,"Bakaano, Central, Ghana",210.71227529624898,338.5603198675047,253.26369758584292,3.480519554773205,26.251029048316564,90.89654659107134,326,Hazardous,Station 3,Rural,Active
2023-05-13,"Augusco, Central, Ghana",446.3358555384874,302.8896247263452,145.20617175282123,8.95555740873885,5.234717843131309,41.85755230602397,8,Good,Station 3,Suburban,Active
2023-05-14,"Augusco, Central, Ghana",408.7217808692204,182.29686409877,154.2286327653779,9.666222208961075,23.097931052806363,0.7439321636118379,343,Hazardous,Station 3,Suburban,Active
2023-05-15,"Bakaano, Central, Ghana",170.90867584893797,108.94627712749505,92.54048444684521,4.434391028360441,80.19139528361265,48.301245371212254,128,Unhealthy for Sensitive Groups,Station 3,Rural,Active
2023-05-16,"Pedu, Central, Ghana",129.71171671564625,494.0179830777959,171.9126601857047,3.2099704564089784,85.14891816465466,101.94463432071304,491,Hazardous,Station 1,Suburban,Active
2023-05-17,"Bakaano, Central, Ghana",189.84620408363344,227.00081059805743,97.5633588828634,5.260940132515421,48.30662451933026,75.99199045195051,135,Unhealthy for Sensitive Groups,Station 2,Rural,Active
2023-05-18,"Augusco, Central, Ghana",295.1474712574039,344.13711789011853,11.780824272495693,6.8776920636573475,41.607067040868614,89.69704560052676,471,Hazardous,Station 2,Rural,Active
2023-05-19,"Augusco, Central, Ghana",134.03182041143813,70.27648378918039,81.59958160330682,2.734745153749798,97.78536935017817,196.1296439128099,62,Moderate,Station 1,Suburban,Active
2023-05-20,"Bakaano, Central, Ghana",312.074453924567,242.7948498296989,1.9137130219772036,7.364731746190728,20.05646595880699,70.05447413386551,138,Unhealthy for Sensitive Groups,Station 2,Suburban,Active
2023-05-21,"Pedu, Central, Ghana",204.7058260956202,13.768359934732743,293.506436117057,0.5165735711464103,21.535928285460848,90.43658787202158,498,Hazardous,Station 1,Suburban,Active
2023-05-22,"Pedu, Central, Ghana",276.0235904259901,252.72755895522496,289.72416294592426,0.4929449276441644,29.186717703639975,26.70311027056391,80,Moderate,Station 1,Rural,Active
2023-05-23,"Bakaano, Central, Ghana",218.06326456765834,482.00870355885115,118.5465892416915,3.8628770514554525,17.275731828108732,9.59154648739753,391,Hazardous,Station 1,Suburban,Active
2023-05-24,"Augusco, Central, Ghana",147.23287977095885,192.1033564929001,218.5112563018938,3.534731920607206,37.93655982041866,155.08190291849894,162,Unhealthy,Station 1,Rural,Active
2023-05-25,"Pedu, Central, Ghana",474.22665348107836,19.498006287455794,103.74182952312749,3.1563321536715225,91.08342269897538,114.13663501439572,418,Hazardous,Station 2,Rural,Active
2023-05-26,"Bakaano, Central, Ghana",381.80289707988044,15.477895459671764,201.3279471257928,4.9101976266891,61.534784062857426,152.140961208779,288,Very Unhealthy,Station 2,Rural,Active
2023-05-27,"Pedu, Central, Ghana",70.05658788322627,193.99337997343474,241.62901291379373,3.207335823115712,41.19465486122637,29.972559777310327,378,Hazardous,Station 1,Suburban,Active
2023-05-28,"Augusco, Central, Ghana",434.2339879489564,80.01246823159703,284.0268734076722,1.9225791846809193,93.44107945712148,114.36575423653818,260,Very Unhealthy,Station 3,Rural,Active
2023-05-29,"Bakaano, Central, Ghana",243.7155991247568,11.676048164092956,120.0636827549016,3.094695490886009,4.846423247582232,50.72849486827511,489,Hazardous,Station 1,Suburban,Active
2023-05-30,"Bakaano, Central, Ghana",447.2761134470457,378.10680697508843,234.9893948868143,9.74904272810235,21.027617790186138,45.612363380003984,230,Very Unhealthy,Station 1,Rural,Active
2023-05-31,"Augusco, Central, Ghana",399.9276279736576,229.26150444094534,79.77853518963563,4.111134169948486,56.5888605101759,2.3052028105970512,40,Good,Station 2,Suburban,Active
